ID,Healthcare_Name,Street_Address,City,Zipcode,State,Associated_Health_System,Hospital Funding Type/Non-Profit Status,CHNA_Year,Service_Area_Type,Service_Area_Zip,Service_Area_Zip,Service_Area_Places,Health_Needs,Health_Priorities,CHNA_URL,Implementation_URL,Contact
6740560,Hemphill County Hospital,1020 South Fourth Street,Canadian,79014-3315,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740020,Hendrick Health System,1900 Pine Street,Abilene,79601-2432,TX,,Non-Profit,2023,Combination of counties and places,Taylor,N/A,Abilene,"To increase opportunities for access to healthcare and reduce the number of individuals who are unable to obtain necessary care; improve the health of our community through education, screening, early interventions, navigation and access to medications and services; Collaborate with local entities to expand the provision of appropriate healthcare services related to mental and behavioral health needs, Ensure early intervention occurs for crisis situations","Access to Appropriate Care, Awareness/ Prevention and Screening, Crisis/Emergency, Behavioral Services (through partnership and collaboration)",https://www.hendrickhealth.org/documents/chna/Hendrick-Health-Abilene-Market-Implementation-Plan-2023-2025.pdf,https://www.hendrickhealth.org/documents/chna/Hendrick-Health-Abilene-Market-Implementation-Plan-2023-2025.pdf,N/A
6741820,Hereford Regional Medical Center,540 West 15th Street,Hereford,79045-2820,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740940,Hermann Drive Surgical Hospital,2001 Hermann Drive,Houston,77004-7643,TX,Nobilis Health Corporation,Unable to Find,N/A unable to find,,,,,,,,,
6743755,Hickory Trail Hospital,2000 Old Hickory Trail,Desoto,75115-2242,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740290,Highlands Rehabilitation Hospital,1395 George Dieter Drive,El Paso,79936-7410,TX,Vibra Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741511,Hill Country Memorial Hospital,1020 South State Highway 16,Fredericksburg,78624-4471,TX,,Non-Profit,2019,List of Counties,"Gillespie, Blanco, Kendall",N/A,N/A,"Access to care and insurance, Behavioral Health,  Healthy Eating/Active Living, Substance use, Affordable housing, Child Care, Health Literacy, Senior Care","Access to Care and Insurance, Behavioral Health, Healthy Eating/Active Living, Substance Abuse, Affordable Housing, Childcare, Health Literacy,  Senior Care",https://www.hillcountrymemorial.org/wp-content/uploads/2019/12/2019.CHNA-Gillespie-Blanco-Kendall-Counties-Hill-Country-Memorial-Community-Report.pdf,https://www.hillcountrymemorial.org/wp-content/uploads/2019/12/2019.CHNA-Gillespie-Blanco-Kendall-Counties-Hill-Country-Memorial-Implementation-Plan.pdf,N/A
6741840,Hill Regional Hospital,101 Circle Drive,Hillsboro,76645-2670,TX,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6741108,Houston Behavioral Healthcare Hospital,2801 Gessner Road,Houston,77080-2503,TX,Signature Healthcare Services,For-Profit,N/A unable to find,,,,,,,,,
6740243,Houston Methodist Baytown Hospital,4401 Garth Road,Baytown,77521-2122,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Harris, Liberty, Chambers",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development,  Increase access to mental health care services including treatment for substance use disorder","Increasing access to primary care services to support prevention and management of chronic conditions, Increasing access to specialty care services to support chronic condition management, Promoting healthy living behaviors to reduce chronic disease and substance use development, Increasing access to mental health care services including treatment for substance use disorders.",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmb---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmb-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6741610,Houston Methodist Clear Lake Hospital,18300 St John Drive,Nassau Bay,77058-6302,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Galveston, Harris",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development,  Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmcl---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmcl-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6740213,Houston Methodist Continuing Care Hospital,701 Fry Road,Katy,77450-2255,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Harris, Fort Bend",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmcc---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmcch-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6741960,Houston Methodist Hospital,"6565 Fannin Street, D200",Houston,77030-2707,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Brazoria, Chambers, Fort Bend, Galveston, Harris, Liberty, Montgomery, Waller",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmh---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmh-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6740138,Houston Methodist Sugar Land Hospital,16655 SW Freeway,Sugar Land,77479-2329,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Fort Bend, Harris",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmsl---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmsl-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6741091,Houston Methodist The Woodlands Hospital,17201 Interstate 45 South,The Woodlands,77385,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Montgomery, Harris",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services,  Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmtw---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmtw-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6740878,Houston Methodist West Hospital,18500 Katy Freeway,Houston,77094-1110,TX,Houston Methodist,Non-Profit,2022,List of Counties,"Harris, Fort Bend",N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmw---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmw-implementation-plan---2023-final.ashx,chna@houstonmethodist.org
6740204,Houston Methodist Willowbrook Hospital,18220 State Highway 249,Houston,77070-4347,TX,Houston Methodist,Non-Profit,2022,List of Counties,Harris,N/A,N/A,"Increase access to primary care services to support prevention and management of chronic conditions, Increase access to speciality care services to support chronic condition management, promote healthy living behaviors to reduce the likelihood of chronic disease and substance use development, Increase access to mental health care services including treatment for substance use disorder","Primary Care Services, Specialty Care Services, Healthy Living Behaviors, Mental Health Care Services",https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmwb---2022-community-health-needs-assessment.ashx,https://www.houstonmethodist.org/-/media/pdf/community-benefits/2022-chna/hmwb-implementation-plan---2023-final.ashx,chna@houstonmethodist.org 
6740335,Houston Physicians Hospital,"333 North Texas Avenue, Suite 1000",Webster,77598-4966,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740713,Hunt Regional Medical Center,4215 Joe Ramsey Boulevard,Greenville,75401-7899,TX,Hunt Regional Healthcare,Non-Profit,N/A unable to find,,,,,,,,,
6742045,Huntsville Memorial Hospital,110 Memorial Hospital Drive,Huntsville,77340-4940,TX,,Non-Profit,2022,"Combination of counties, zip codes, and places",Walker,77340,Huntsville,"AccessÂ toÂ AffordableÂ CareÂ andÂ ReducingÂ HealthÂ DisparitiesÂ AmongÂ SpecificÂ Populations; AccessÂ toÂ MentalÂ andÂ BehavioralÂ HealthÂ CareÂ ServicesÂ andÂ Providers; AccessÂ toÂ PrimaryÂ andÂ SpecialtyÂ CareÂ ServicesÂ andÂ Providers; ContinuedÂ FocusÂ onÂ COVIDâ€19Â PreventionÂ andÂ Response; FocusÂ onÂ HospitalÂ SustainabilityÂ andÂ CommunityÂ Infrastructure; Prevention,Â EducationÂ andÂ ServicesÂ toÂ AddressÂ HighÂ MortalityÂ Rates,Â ChronicÂ Diseases,Â PreventableÂ ConditionsÂ andÂ UnhealthyÂ Lifestyles","Continued Focus on COVIDâ€19 Prevention & Response,  Focus on Hospital Sustainability and Community Infrastructure,  Access to Primary and Specialty Care Services and Providers,  Access to Mental and Behavioral Health Care Services and Providers, Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles, Access to Affordable Care and Reducing Health Disparities Among Specific Populations",https://www.huntsvillememorial.com/wp-content/uploads/2023/05/Huntsville-Memorial-Hospital-FY22-Community-Benefit-Plan-Report-%E2%80%93-May-2023-1.pdf,https://www.huntsvillememorial.com/wp-content/uploads/2022/09/2022-CHNA-and-Implementation-Plan-Report.pdf," lhudson@communityhospitalcorp.com, vhayes@communityhospitalcorp.com, acampbell@communityhospitalcorp.com "
6740891,icare Rehabilitation Hospital,3100 Peters Colony Road,Flower Mound,75022-2949,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740559,ICON Hospital,19211 McKay Boulevard,Humble,77338-5502,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6741935,Intracare North Hospital,1120 Cypress Station Drive,Houston,77090-3031,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742057,Iraan General Hospital,600 349 North,Iraan,79744,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6741195,Jackson County Hospital District,1013 South Wells Street,Edna,77957-4098,TX,,Non-Profit,2018,List of Counties,"Aransas, Bee, Brooks, DeWitt, Duval, Goliad, Gonzales, Jackson, Jim Wells, Karnes, Kenedy, Kleberg, Lavaca, Live Oak, Nueces, Refugio, San Patricio, Victoria",N/A,N/A,"Inability to access necessary health care services; High prevalence of chronic disease (including asthma, cancer, hypertension, diabetes, and cardiovascular disease); Continued growth in mental health issues and challenges accessing appropriate behavioral health care providers and services; Expanded patient education and engagement efforts are needed to support residentsâ€™ ability to better utilize available services and make healthy living choices; Limited access to public transportation and emergency medical services; High number of uninsured patients, many of whom do not have a medical home, do not receive primary and preventative care, and often rely on emergency departments for health care needs","Inability to access necessary health care services; High prevalence of chronic disease (including asthma, cancer, hypertension, diabetes, and cardiovascular disease); Continued growth in mental health issues and challenges accessing appropriate behavioral health care providers and services; Expanded patient education and engagement efforts are needed to support residentsâ€™ ability to better utilize available services and make healthy living choices; Limited access to public transportation and emergency medical services; High number of uninsured patients, many of whom do not have a medical home, do not receive primary and preventative care, and often rely on emergency departments for health care needs",https://www.jchd.org/docs/RHP-4-Final-CNA-April-2018.pdf?sub=Our%20Services,N/A,N/A
6741483,JPS Health Network,1500 South Main Street,Fort Worth,76104-4917,TX,,Non-Profit,2023,List of Counties,Tarrant,N/A,N/A,"Behavioral Health, Access to Care, Social Determinants of Health","Behavioral Health, Access to Care, Social Determinants of Health",https://www.jpshealthnet.org/sites/default/files/2024-02/Comm-Health-2023-CHNA-Implementation-Plan.pdf,https://www.jpshealthnet.org/sites/default/files/2024-02/Comm-Health-2023-CHNA-Implementation-Plan.pdf,chna@jpshealth.org
6741093,Kate Dishman Rehabilitation Hospital,"2830 Calder Street, 6th Floor",Beaumont,77702-1809,TX,CHRISTUS Health,Non-Profit,N/A unable to find,,,,,,,,,
6740182,Kell West Regional Hospital,5420 Kell West Boulevard,Wichita Falls,76310-1610,TX,,For-Profit,N/A unable to find,,,,,,,,,
6749340,Kerrville State Hospital,721 Thompson Drive,Kerrville,78028-5154,TX,Texas Department of State Health Services,Non-Profit,N/A unable to find,,,,,,,,,
6742098,Kimble Hospital,349 Reid Road,Junction,76849-3049,TX,Preferred Management Corporation,Non-Profit,N/A unable to find,,,,,,,,,
6740277,Kindred Hospital Clear Lake,350 Blossom Street,Webster,77598,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740397,Kindred Hospital Dallas Central,8050 Meadow Road,Dallas,75231-3406,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740302,Kindred Hospital El Paso,1740 Curie Drive,El Paso,79902-2901,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740047,Kindred Hospital Houston Medical Center,6441 Main Street,Houston,77030-1596,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740304,Kindred Hospital San Antonio Central,"111 Dallas Street, 4th Floor",San Antonio,78205-1201,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740281,Kindred Hospital Sugar Land,1550 First Colony Boulevard,Sugar Land,77479-4000,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740124,Kindred Hospital Tarrant County-Arlington,1000 North Cooper Street,Arlington,76011-5540,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740373,Kindred Hospital Tomball,505 Graham Drive,Tomball,77375-3368,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740970,Kindred Hospital-Dallas,9525 Greenville Avenue,Dallas,75243-4116,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740096,Kindred Hospital-Fort Worth,815 Eighth Avenue,Fort Worth,76104-2609,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740074,Kindred Hospital-Houston Northwest,11297 Fallbrook Drive,Houston,77065-4292,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740017,Kindred Hospital-Mansfield,1802 Highway 157 North,Mansfield,76063-3923,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740012,Kindred Hospital-San Antonio,3636 Medical Drive,San Antonio,78229-2183,TX,Kindred Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740049,Kindred Rehabilitation Hospital Clear Lake,655 East Medical Center Boulevard,Webster,77598-4328,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740898,Kindred Rehabilitation Hospital Northeast Houston,18839 McKay Boulevard,Humble,77338-5721,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740995,Kingwood Emergency Hospital,23330 US 59 North,Kingwood,77339-3043,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6740046,Kingwood Medical Center,22999 U S Highway 59 North,Kingwood,77339,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740269,Kingwood Pines Hospital,2001 Ladbrook Drive,Kingwood,77339-3004,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6743723,Knapp Medical Center,1401 East Eighth Street,Weslaco,78596-6640,TX,Prime Healthcare Services,Non-Profit,2022,"Combination of counties, zip codes, and places",Hidalgo,"78501, 78503, 78541, 78577, 78543, 78560, 78570, 78573, 78516, 78537, 78538, 78539, 78557, 78572, 78574, 78589, 78596, 78599, 78542, 78595, 78504, 78549, 78563, 78576","McAllen, Edinburg, Pharr, Elsa, La Joya, Mercedes, Mission, Alamo, Donna, Edcouch, Hidalgo, San Juan, Weslaco, Sullivan City, Hargill, Linn, Penitas","Lack of primary care physicians, Access to primary care physicians; Uninsured, Limited insurance, Access; Affordability of healthcare services; Lack of mental health, Addiction providers and services; Lack of specialists, Access to specialists; Lack of health knowledge, Education; Poor nutrition, Limited access to healthy food options; Chronic diseases (Heart Disease, Stroke, Kidney, Cancer, Diabetes); Obesity; Healthy behaviors, Lifestyle choices","Improve education and services around chronic diseases; Improve access to primary care services and specialists; Address shortage of healthcare workers, Promote health education",https://knappmed.org/wp-content/uploads/2022/12/CHNA-Report12312022.pdf,https://knappmed.org/wp-content/uploads/2023/10/KMC_Community-Health-Implementation-Strategy_2023-2025.pdf,mswartz@primehealthcare.com
6742170,Knox County Hospital,701 South Fifth Street,Knox City,79529-2107,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6749225,Lake Granbury Medical Center,1310 Paluxy Road,Granbury,76048-5655,TX,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6742291,Lamb Healthcare Center,1500 South Sunset,Littlefield,79339-4899,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742230,Laredo Medical Center,1700 East Saunders Avenue,Laredo,78041-5474,TX,"Community Health Systems, Inc.",Non-Profit,N/A unable to find,,,,,,,,,
6741053,Laredo Rehabilitation Hospital,2005a East Bustamante Street,Laredo,78041,TX,"Ernest Health, Inc.",Non-Profit,2018,List of Counties,"Jim Hogg, Maverick, Webb, Zapata",N/A,N/A,"Access to and demand for Primary and Specialty Care, Expansion of Behavioral Health Services, Chronic Disease and Disease Self-Management Initiatives, Patient Navigation and Coordination, Specialized Childrenâ€™s Health Care","Access to and demand for Primary and Specialty Care, Expansion of Behavioral Health Services, Chronic Disease and Disease Self-Management Initiatives, Patient Navigation and Coordination, Specialized Childrenâ€™s Health Care",https://www.webbcountytx.gov/IndigentHealthCare/CommunityNeedsAssessment/2018-CommunityNeedsAssessement-RHP20.pdf,https://www.webbcountytx.gov/IndigentHealthCare/CommunityNeedsAssessment/2018-CommunityNeedsAssessement-RHP20.pdf,N/A
6740359,Laredo Specialty Hospital,2005 Bustamente Street,Laredo,78041-5470,TX,"Ernest Health, Inc.",For-Profit,2022,"Combination of counties, zip codes, and places",Webb,"78040, 78041, 78043, 78045, 78046",Laredo,"Diabetes, Obesity, Mental Health, Substance Use, Cancer, Child Health, Maternal Health, Preventive Health Care, Oral Health Care","Chronic Diseases, Mental Health and Substance Use, Child Health",https://texashealthinstitute.org/wp-content/uploads/2020/12/05-31-2023-Laredo-CHNA.pdf,N/A,N/A
6741315,Las Palmas Medical Center,1801 North Oregon Street,El Paso,79902-3591,TX,HCA Healthcare,For-Profit,2022,Combination of counties and places,"El Paso, Hudspeth",N/A,"Doña Ana, Otero","Cardiovascular Health, Diabetes and Hypertension; Behavioral Health (including Substance Abuse); Mental Health; Obesity; Senior Health","Chronic Disease Management (Diabetes, Heart Failure), Care Transitions and Hospital Readmissions, Primary Care Prevention, Palliative Care, Behavioral Health, Maternal Care",https://umcelpaso.org/files/501%28r%29%20Report%2012092022%20FINAL%20-%20Approved.pdf,https://umcelpaso.org/files/501%28r%29%20Report%2012092022%20FINAL%20-%20Approved.pdf,"michaelnunez@umcelpaso.org, oscar.perez@umcelpaso.org"
6743185,Laurel Ridge Treatment Center,17720 Corporate Woods Drive,San Antonio,78259-3500,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6741780,Lavaca Medical Center,1400 North Texana Street,Hallettsville,77964-2099,TX,,For-Profit,N/A unable to find,,,,,,,,,
6740326,Legent Orthopedic + Spine,5330 N. Loop 1604 W,San Antonio,78249,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742280,Liberty Dayton Regional Medical Center,1353 North Travis,Liberty,77575-3549,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6740162,LifeCare Hospitals of Dallas,1950 Record Crossing Road,Dallas,75235-6223,TX,LifeCare Management Services,For-Profit,N/A unable to find,,,,,,,,,
6740192,LifeCare Hospitals of San Antonio,8902 Floyd Curl Drive,San Antonio,78240-1681,TX,LifeCare Management Services,For-Profit,N/A unable to find,,,,,,,,,
6743292,Lillian M. Hudspeth Memorial Hospital,308 Hudspeth Avenue,Sonora,76950-8003,TX,,Non-Profit,2019,List of Counties,Sutton,N/A,N/A,"Needs of Children and Seniors; Recruit and Retain Core Health Professionals; Access to Emergency Care; Community Health Programs and Emphasis on Hospital Services; Develop Capacity and Access to Quality Behavioral Health Services; Preventative Outreach to the Poor and Extremely Poor; Food, Housing and Neighborhood Security; Investment in Community Health Needs; Conduct Community Health Classes","Lack of Usable Insurance for Low Income Households; Other Health Insurance Issues; Chronic Diseases and Healthy Living; The ""One Stop Shopping"" Bias; Mental Health Needs; Male, Female and Teen Health Needs; Alcohol and Substance Abuse; School Programs and Hospital Partnership; Transportation Services; Emergency Medical Services; Communications; Physician Access & Hospital Bed Utilization; Community Exercise Events; Long Term Senior Care",https://www.sonora-hospital.org/admin/resources/sonorafinalchnaforweb.pdf,https://www.sonora-hospital.org/admin/resources/sonorafinalchnaforweb.pdf,N/A
6741761,Limestone Medical Center,701 McClintic Drive,Groesbeck,76642-2128,TX,,Non-Profit,2022,Combination of counties and places,"Limestone, Freestone, Leon, Hill, Robertson, Navarro",N/A,"Groesbeck, Mexia, Kosse, Bremond, Thornton","Increase the number of primary care physicians and specialists, Increase awareness of available services"," Implement Food security questions in all clinics, Expand Chronic Care Management programs to Family Medicine Center, Opening dialysis center, Actively recruiting for new primary care physician, Distribute Senior Citizens events in clinic and to providers at monthly clinic meeting, LMC Community Health Awareness month (hand out packets that contain all community health resources)",https://groesbeckhospital.com/wp-content/uploads/2022/06/2022-CHNA_MERGE.pdf,N/A,N/A
6740941,Lone Star Behavioral Health,16303 Grant Road,Cypress,77429-1253,TX,,Unable to Find,N/A unable to find,,,,,,,,,
6742335,Longview Regional Medical Center,2901 North Fourth Street,Longview,75605-5191,TX,"Community Health Systems, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6740296,Lubbock Heart & Surgical Hospital,4810 North Loop 289,Lubbock,79416-3025,TX,North Star Surgical Center; Texas Physicians Group,For-Profit,N/A unable to find,,,,,,,,,
6743364,Lynn County Hospital District,2600 Lockwood Street.,Tahoka,79373-4118,TX,Lynn County Healthcare System,Non-Profit,N/A unable to find,,,,,,,,,
6740328,Magnolia Behavioral Hospital of East Texas,22 Bermuda Lane,Longview,75605-2902,TX,NA,Unable to Find,N/A unable to find,,,,,,,,,
6749520,Martin County Hospital District,600 Interstate 20E,Stanton,79782,TX,,Public,N/A unable to find,,,,,,,,,
6740235,Matagorda Regional Medical Center,104 7th Street,Bay City,77414-4853,TX,QHR,Non-Profit,2023,"Combination of counties, zip codes, and places",Matagorda,"77414, 77419, 77440, 77456, 77467, 77458, 77465, 77468, 77482","Bay City, Blessing, Elmaton, Markham, Matagorda, Midfield, Palacios, Pledger, Van Vleck","Prevention and Education, Diabetes, Cancer, Heart Disease; Mental Health; Access and Affordability of Healthcare","Diabetes; Education system; Mental Health; Healthcare services, Physical presence (location, services, physicians), affordability, prevention; Cancer; Heart disease; Employment and income; Community safety",https://www.matagordaregional.org/files/2023/03/MRMC-CHNA-2023-2025-Final.pdf,https://www.matagordaregional.org/files/2023/03/MRMC-CHNA-2023-2025-Final.pdf,N/A
6740361,Mayhill Hospital,2809 South Mayhill Road,Denton,76208-5910,TX,"Universal Health Services, Inc.",For-Profit,N/A unable to find,,,,,,,,,
6742470,McCamey County Hospital District,2500 Highway 305 South,McCamey,79752,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6742195,Medical Arts Hospital,2200 North Bryan Avenue,Lamesa,79331-2451,TX,,Non-Profit,N/A unable to find,,,,,,,,,
6742660,Medical Center Health System,500 West Fourth Street,Odessa,79761-5059,TX,,Non-Profit,2022,List of Counties,Ector,N/A,N/A,"Access to Dental Care Services and Providers; Access to Mental and Behavioral Health Care Services and Providers; Continued Emphasis on Recruitment and Retention of Healthcare Workforce to Increase Access to Primary and Specialty Care; Continued Focus on COVIDâ€19 Prevention & Response; Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles","Continued Emphasis on Recruitment and Retention of Healthcare Workforce to Increase Access to Primary and Specialty Care; Access to Mental and Behavioral Health Care Services and Providers; Prevention, Education and Services to Address High Mortality Rates, Chronic Diseases, Preventable Conditions and Unhealthy Lifestyles; Continued Focus on COVIDâ€19 Prevention and Response; Access to Dental Care Services and Providers",https://www.mchodessa.com/documents/content/MCH-CHNA-2022-CHNA-and-Implementation-Plan-Report-FINAL-August-2022.pdf,https://www.mchodessa.com/documents/content/MCH-CHNA-2022-CHNA-and-Implementation-Plan-Report-FINAL-August-2022.pdf,N/A
6740957,Medical Center of Southeast Texas,6025 Metropolitan Drive,Beaumont,77706-2407,TX,"Steward Health Care System, LLC",For-Profit,N/A unable to find,,,,,,,,,
6741038,Medical City Alliance,3101 North Tarrant Parkway,Fort Worth,76177,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740115,Medical City Arlington,3301 Matlock Road,Arlington,76015-2908,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741025,Medical City Dallas,7777 Forest Lane,Dallas,75230-2598,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741155,Medical City Denton,3535 South 1-35 East,Denton,76210,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741450,Medical City Fort Worth,900 Eighth Avenue,Fort Worth,76104-3902,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740985,Medical City Green Oaks Hospital,7808 Clodus Fields Drive,Dallas,75251-2206,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740151,Medical City Las Colinas,6800 North MacArthur Boulevard,Irving,75039-2422,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6742255,Medical City Lewisville,500 West Main,Lewisville,75057-3699,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6740025,Medical City McKinney,4500 Medical Center Drive,McKinney,75069-1650,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741437,Medical City North Hills,4401 Booth Calloway Road,North Richland Hills,76180-7399,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6742865,Medical City Plano,3901 West 15th Street,Plano,75075-7738,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6743715,Medical City Weatherford,713 East Anderson Street,Weatherford,76086-5705,TX,HCA Healthcare,For-Profit,N/A unable to find,,,,,,,,,
6741853,Medina Regional Hospital,3100 Avenue E,Hondo,78861-3599,TX,,Non-Profit,N/A unable to find,,,,,,,,,
